      134862         247
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  0.000000000000000E+000 -9.276712125986658E-009 -9.276712125986658E-009
 -9.276712125986658E-009 -9.276712125986658E-009 -9.276712125986657E-009
 -9.276712125986655E-009 -9.276712125986655E-009 -9.276712125986653E-009
 -9.276712125986653E-009 -9.276712125986652E-009 -9.276712125986652E-009
 -9.276712125986652E-009 -9.276712125986653E-009 -9.276712125986653E-009
 -9.276712125986655E-009 -9.276712125986653E-009 -9.276712125986653E-009
 -9.276712125986653E-009 -9.276712125986653E-009 -9.276712125986653E-009
 -9.276712125986652E-009 -9.276712125986650E-009 -9.276712125986652E-009
 -4.638356062993326E-002 -4.638356062993326E-002 -4.638356062993326E-002
 -1.714734219221192E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221194E-004
 -1.714734219221193E-004 -1.714734219221194E-004 -1.714734219221194E-004
 -1.714734219221194E-004 -1.714734219221194E-004 -1.714734219221194E-004
 -1.714734219221194E-004 -1.714734219221194E-004 -1.714734219221194E-004
 -1.714734219221194E-004 -1.714734219221194E-004 -1.714734219221194E-004
 -1.714734219221194E-004 -1.714734219221194E-004 -1.714734219221194E-004
 -1.714734219221194E-004 -1.714734219221194E-004 -1.714734219221194E-004
 -1.714734219221194E-004 -1.714734219221194E-004 -1.714734219221194E-004
 -1.714734219221194E-004 -1.714734219221194E-004 -1.714734219221194E-004
 -1.714734219221194E-004 -1.714734219221194E-004 -1.714734219221194E-004
 -1.714734219221194E-004 -1.714734219221194E-004 -1.714734219221193E-004
 -1.714734219221194E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221192E-004 -1.714734219221193E-004 -1.714734219221192E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221192E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221192E-004
 -1.714734219221192E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221192E-004
 -1.714734219221192E-004 -1.714734219221192E-004 -1.714734219221192E-004
 -1.714734219221192E-004 -1.714734219221193E-004 -1.714734219221192E-004
 -1.714734219221192E-004 -1.714734219221192E-004 -1.714734219221192E-004
 -1.714734219221192E-004 -1.714734219221192E-004 -1.714734219221192E-004
 -1.714734219221192E-004 -1.714734219221192E-004 -1.714734219221192E-004
 -1.714734219221192E-004 -1.714734219221192E-004 -1.714734219221192E-004
 -1.714734219221192E-004 -1.714734219221192E-004 -1.714734219221192E-004
 -1.714734219221192E-004 -1.714734219221192E-004 -1.714734219221192E-004
 -1.714734219221192E-004 -1.714734219221192E-004 -1.714734219221192E-004
 -1.714734219221192E-004 -1.714734219221192E-004 -1.714734219221192E-004
 -1.714734219221192E-004 -1.714734219221192E-004 -1.714734219221192E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.714734219221193E-004
 -1.714734219221193E-004 -1.714734219221193E-004 -1.254307740396594E-008
 -1.254307740396594E-008 -1.254307740396594E-008 -1.254307740396594E-008
 -1.254307740396594E-008 -1.254307740396594E-008 -1.254307740396594E-008
 -1.254307740396594E-008 -1.254307740396594E-008 -1.254307740396594E-008
 -1.254307740396595E-008 -1.254307740396595E-008 -1.254307740396594E-008
 -1.254307740396594E-008 -1.254307740396594E-008 -1.254307740396594E-008
 -1.254307740396594E-008 -1.254307740396594E-008 -1.254307740396594E-008
 -1.254307740396594E-008 -1.254307740396595E-008 -1.254307740396595E-008
 -1.254307740396595E-008 -6.271538701982972E-002 -6.271538701982973E-002
 -6.271538701982973E-002 -2.318498595927162E-004 -2.318498595927162E-004
 -2.318498595927162E-004 -2.318498595927162E-004 -2.318498595927162E-004
 -2.318498595927162E-004 -2.318498595927162E-004 -2.318498595927162E-004
 -2.318498595927162E-004 -2.318498595927162E-004 -2.318498595927162E-004
 -2.318498595927162E-004 -2.318498595927162E-004 -2.318498595927162E-004
 -2.318498595927162E-004 -2.318498595927162E-004 -2.318498595927161E-004
 -2.318498595927162E-004 -2.318498595927162E-004 -2.318498595927161E-004
 -2.318498595927162E-004 -2.318498595927161E-004 -2.318498595927162E-004
 -2.318498595927161E-004 -2.318498595927161E-004 -2.318498595927161E-004
 -2.318498595927161E-004 -2.318498595927161E-004 -2.318498595927161E-004
 -2.318498595927161E-004 -2.318498595927162E-004 -2.318498595927162E-004
 -2.318498595927161E-004 -2.318498595927162E-004 -2.318498595927161E-004
 -2.318498595927161E-004 -2.318498595927162E-004 -2.318498595927162E-004
 -2.318498595927162E-004 -2.318498595927162E-004 -2.318498595927162E-004
 -2.318498595927162E-004 -2.318498595927162E-004 -2.318498595927162E-004
 -2.318498595927162E-004 -2.318498595927162E-004 -2.318498595927162E-004
 -2.318498595927162E-004 -2.318498595927162E-004 -2.318498595927162E-004
 -2.318498595927162E-004 -2.318498595927162E-004 -2.318498595927162E-004
 -2.318498595927162E-004 -2.318498595927162E-004 -2.318498595927162E-004
 -2.318498595927162E-004 -2.318498595927163E-004 -2.318498595927162E-004
 -2.318498595927163E-004 -2.318498595927163E-004 -2.318498595927162E-004
 -2.318498595927163E-004 -2.318498595927163E-004 -2.318498595927163E-004
 -2.318498595927163E-004 -2.318498595927162E-004 -2.318498595927163E-004
 -2.318498595927163E-004 -2.318498595927162E-004 -2.318498595927162E-004
 -2.318498595927163E-004 -2.318498595927163E-004 -2.318498595927163E-004
 -2.318498595927163E-004 -2.318498595927163E-004 -2.318498595927163E-004
 -2.318498595927163E-004 -2.318498595927163E-004 -2.318498595927163E-004
 -2.318498595927164E-004 -2.318498595927163E-004 -2.318498595927163E-004
 -2.318498595927163E-004 -2.318498595927163E-004 -2.318498595927163E-004
 -2.318498595927163E-004 -2.318498595927163E-004 -2.318498595927163E-004
 -2.318498595927163E-004 -2.318498595927163E-004 -2.318498595927163E-004
 -2.318498595927163E-004 -2.318498595927163E-004 -2.318498595927163E-004
 -2.318498595927163E-004 -2.318498595927164E-004 -2.318498595927163E-004
 -2.318498595927163E-004 -2.318498595927163E-004 -2.318498595927164E-004
 -2.318498595927164E-004 -2.318498595927164E-004 -2.318498595927164E-004
 -2.318498595927164E-004 -2.318498595927164E-004 -2.318498595927163E-004
 -2.318498595927164E-004 -2.318498595927164E-004 -2.318498595927164E-004
 -2.318498595927164E-004 -2.318498595927164E-004 -2.318498595927164E-004
 -2.318498595927164E-004 -2.318498595927165E-004 -2.318498595927165E-004
 -2.318498595927165E-004 -2.318498595927165E-004 -2.318498595927165E-004
 -2.318498595927165E-004 -2.318498595927165E-004 -2.318498595927165E-004
 -2.318498595927165E-004 -2.318498595927165E-004 -2.318498595927165E-004
 -2.318498595927165E-004 -2.318498595927165E-004 -2.318498595927165E-004
 -2.318498595927165E-004 -2.318498595927165E-004 -2.318498595927165E-004
 -2.318498595927165E-004 -2.318498595927165E-004 -2.318498595927165E-004
 -2.318498595927165E-004 -2.318498595927165E-004 -2.318498595927165E-004
 -2.318498595927165E-004 -2.318498595927165E-004 -2.318498595927165E-004
 -2.318498595927165E-004 -2.318498595927165E-004 -2.318498595927165E-004
 -2.318498595927166E-004 -2.318498595927165E-004 -2.318498595927166E-004
 -2.318498595927166E-004 -2.318498595927166E-004 -2.318498595927166E-004
 -2.318498595927166E-004 -2.318498595927166E-004 -2.318498595927166E-004
 -2.318498595927166E-004 -2.318498595927166E-004 -2.318498595927166E-004
 -2.318498595927166E-004 -2.318498595927166E-004 -2.318498595927166E-004
 -2.318498595927166E-004 -2.318498595927165E-004 -2.318498595927166E-004
 -2.318498595927166E-004 -2.318498595927166E-004 -2.318498595927166E-004
 -2.318498595927165E-004 -2.318498595927165E-004 -2.318498595927166E-004
 -2.318498595927166E-004 -2.318498595927166E-004 -2.318498595927166E-004
 -2.318498595927166E-004 -2.318498595927166E-004 -2.318498595927166E-004
 -2.318498595927166E-004 -2.318498595927166E-004 -2.318498595927166E-004
 -2.318498595927166E-004 -2.318498595927166E-004 -2.318498595927167E-004
 -2.318498595927167E-004 -2.318498595927167E-004 -2.318498595927167E-004
 -2.318498595927167E-004 -2.318498595927167E-004 -2.318498595927167E-004
 -2.318498595927167E-004 -2.318498595927167E-004 -2.318498595927167E-004
 -2.318498595927167E-004 -2.318498595927167E-004 -2.318498595927167E-004
 -2.318498595927167E-004 -2.318498595927167E-004 -2.318498595927167E-004
 -2.318498595927167E-004 -2.318498595927167E-004 -2.318498595927167E-004
 -2.318498595927167E-004 -2.318498595927167E-004 -2.318498595927167E-004
 -2.318498595927167E-004 -2.318498595927167E-004 -2.318498595927167E-004
 -2.318498595927167E-004 -2.318498595927167E-004 -2.318498595927167E-004
 -2.318498595927167E-004 -2.318498595927167E-004 -2.318498595927167E-004
 -2.318498595927167E-004 -2.318498595927166E-004 -2.318498595927166E-004
 -2.318498595927167E-004 -2.318498595927167E-004 -2.318498595927166E-004
 -2.318498595927167E-004 -2.318498595927167E-004 -2.318498595927167E-004
 -2.318498595927167E-004 -2.318498595927167E-004 -2.318498595927167E-004
 -1.695954871390385E-008 -1.695954871390385E-008 -1.695954871390385E-008
 -1.695954871390385E-008 -1.695954871390385E-008 -1.695954871390385E-008
 -1.695954871390385E-008 -1.695954871390385E-008 -1.695954871390385E-008
 -1.695954871390385E-008 -1.695954871390385E-008 -1.695954871390384E-008
 -1.695954871390384E-008 -1.695954871390384E-008 -1.695954871390384E-008
 -1.695954871390384E-008 -1.695954871390385E-008 -1.695954871390385E-008
 -1.695954871390384E-008 -1.695954871390385E-008 -1.695954871390384E-008
 -1.695954871390384E-008 -1.695954871390384E-008 -8.479774356951920E-002
 -8.479774356951920E-002 -8.479774356951920E-002 -3.134851887967438E-004
 -3.134851887967437E-004 -3.134851887967438E-004 -3.134851887967437E-004
 -3.134851887967437E-004 -3.134851887967437E-004 -3.134851887967437E-004
 -3.134851887967437E-004 -3.134851887967438E-004 -3.134851887967437E-004
 -3.134851887967437E-004 -3.134851887967437E-004 -3.134851887967437E-004
 -3.134851887967437E-004 -3.134851887967437E-004 -3.134851887967437E-004
 -3.134851887967437E-004 -3.134851887967437E-004 -3.134851887967437E-004
 -3.134851887967437E-004 -3.134851887967438E-004 -3.134851887967437E-004
 -3.134851887967437E-004 -3.134851887967438E-004 -3.134851887967438E-004
 -3.134851887967438E-004 -3.134851887967437E-004 -3.134851887967437E-004
 -3.134851887967437E-004 -3.134851887967437E-004 -3.134851887967437E-004
 -3.134851887967437E-004 -3.134851887967437E-004 -3.134851887967437E-004
 -3.134851887967437E-004 -3.134851887967437E-004 -3.134851887967436E-004
 -3.134851887967436E-004 -3.134851887967436E-004 -3.134851887967436E-004
 -3.134851887967436E-004 -3.134851887967436E-004 -3.134851887967436E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967434E-004
 -3.134851887967435E-004 -3.134851887967434E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967434E-004 -3.134851887967434E-004
 -3.134851887967434E-004 -3.134851887967434E-004 -3.134851887967434E-004
 -3.134851887967434E-004 -3.134851887967435E-004 -3.134851887967434E-004
 -3.134851887967434E-004 -3.134851887967435E-004 -3.134851887967434E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967436E-004 -3.134851887967436E-004
 -3.134851887967436E-004 -3.134851887967436E-004 -3.134851887967436E-004
 -3.134851887967436E-004 -3.134851887967436E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967435E-004 -3.134851887967435E-004 -3.134851887967435E-004
 -3.134851887967434E-004 -3.134851887967434E-004 -3.134851887967434E-004
 -3.134851887967434E-004 -3.134851887967434E-004 -3.134851887967434E-004
 -3.134851887967434E-004 -3.134851887967433E-004 -3.134851887967433E-004
 -3.134851887967433E-004 -3.134851887967433E-004 -3.134851887967433E-004
 -3.134851887967433E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967433E-004 -3.134851887967433E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967433E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967431E-004 -3.134851887967431E-004
 -3.134851887967431E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967432E-004
 -3.134851887967432E-004 -3.134851887967432E-004 -3.134851887967433E-004
 -3.134851887967432E-004 -3.134851887967433E-004 -3.134851887967433E-004
 -3.134851887967433E-004 -3.134851887967433E-004 -3.134851887967433E-004
 -3.134851887967433E-004 -3.134851887967433E-004 -3.134851887967433E-004
 -3.134851887967433E-004 -3.134851887967433E-004 -3.134851887967433E-004
 -3.134851887967433E-004 -3.134851887967433E-004 -3.134851887967433E-004
 -3.134851887967433E-004 -3.134851887967433E-004 -3.134851887967433E-004
 -3.134851887967433E-004 -2.293107478076922E-008 -2.293107478076922E-008
 -2.293107478076923E-008 -2.293107478076923E-008 -2.293107478076923E-008
 -2.293107478076923E-008 -2.293107478076923E-008 -2.293107478076923E-008
 -2.293107478076923E-008 -2.293107478076923E-008 -2.293107478076923E-008
 -2.293107478076923E-008 -2.293107478076923E-008 -2.293107478076923E-008
 -2.293107478076924E-008 -2.293107478076924E-008 -2.293107478076923E-008
 -2.293107478076924E-008 -2.293107478076923E-008 -2.293107478076923E-008
 -2.293107478076924E-008 -2.293107478076924E-008 -2.293107478076924E-008
 -0.114655373903846      -0.114655373903846      -0.114655373903846     
 -4.238645985354758E-004 -4.238645985354758E-004 -4.238645985354758E-004
 -4.238645985354758E-004 -4.238645985354758E-004 -4.238645985354757E-004
 -4.238645985354757E-004 -4.238645985354758E-004 -4.238645985354758E-004
 -4.238645985354758E-004 -4.238645985354758E-004 -4.238645985354758E-004
 -4.238645985354759E-004 -4.238645985354759E-004 -4.238645985354759E-004
 -4.238645985354759E-004 -4.238645985354759E-004 -4.238645985354759E-004
 -4.238645985354758E-004 -4.238645985354759E-004 -4.238645985354758E-004
 -4.238645985354758E-004 -4.238645985354759E-004 -4.238645985354758E-004
 -4.238645985354758E-004 -4.238645985354758E-004 -4.238645985354758E-004
 -4.238645985354759E-004 -4.238645985354759E-004 -4.238645985354759E-004
 -4.238645985354758E-004 -4.238645985354758E-004 -4.238645985354758E-004
 -4.238645985354758E-004 -4.238645985354758E-004 -4.238645985354758E-004
 -4.238645985354759E-004 -4.238645985354759E-004 -4.238645985354759E-004
 -4.238645985354759E-004 -4.238645985354759E-004 -4.238645985354759E-004
 -4.238645985354759E-004 -4.238645985354759E-004 -4.238645985354759E-004
 -4.238645985354759E-004 -4.238645985354759E-004 -4.238645985354759E-004
 -4.238645985354759E-004 -4.238645985354760E-004 -4.238645985354760E-004
 -4.238645985354760E-004 -4.238645985354760E-004 -4.238645985354760E-004
 -4.238645985354760E-004 -4.238645985354760E-004 -4.238645985354760E-004
 -4.238645985354760E-004 -4.238645985354760E-004 -4.238645985354760E-004
 -4.238645985354759E-004 -4.238645985354759E-004 -4.238645985354760E-004
 -4.238645985354760E-004 -4.238645985354760E-004 -4.238645985354760E-004
 -4.238645985354760E-004 -4.238645985354760E-004 -4.238645985354761E-004
 -4.238645985354760E-004 -4.238645985354761E-004 -4.238645985354761E-004
 -4.238645985354760E-004 -4.238645985354760E-004 -4.238645985354759E-004
 -4.238645985354760E-004 -4.238645985354760E-004 -4.238645985354760E-004
 -4.238645985354760E-004 -4.238645985354759E-004 -4.238645985354759E-004
 -4.238645985354760E-004 -4.238645985354760E-004 -4.238645985354759E-004
 -4.238645985354759E-004 -4.238645985354760E-004 -4.238645985354759E-004
 -4.238645985354759E-004 -4.238645985354759E-004 -4.238645985354759E-004
 -4.238645985354760E-004 -4.238645985354760E-004 -4.238645985354759E-004
 -4.238645985354760E-004 -4.238645985354759E-004 -4.238645985354760E-004
 -4.238645985354760E-004 -4.238645985354759E-004 -4.238645985354760E-004
 -4.238645985354759E-004 -4.238645985354758E-004 -4.238645985354758E-004
 -4.238645985354758E-004 -4.238645985354758E-004 -4.238645985354758E-004
 -4.238645985354758E-004 -4.238645985354758E-004 -4.238645985354758E-004
 -4.238645985354758E-004 -4.238645985354758E-004 -4.238645985354757E-004
 -4.238645985354757E-004 -4.238645985354757E-004 -4.238645985354757E-004
 -4.238645985354757E-004 -4.238645985354757E-004 -4.238645985354757E-004
 -4.238645985354757E-004 -4.238645985354757E-004 -4.238645985354756E-004
 -4.238645985354756E-004 -4.238645985354757E-004 -4.238645985354757E-004
 -4.238645985354757E-004 -4.238645985354757E-004 -4.238645985354757E-004
 -4.238645985354757E-004 -4.238645985354757E-004 -4.238645985354757E-004
 -4.238645985354757E-004 -4.238645985354758E-004 -4.238645985354758E-004
 -4.238645985354758E-004 -4.238645985354759E-004 -4.238645985354759E-004
 -4.238645985354759E-004 -4.238645985354759E-004 -4.238645985354759E-004
